Time,Predicted_Tide
2024-09-14 8:00,374
2024-09-14 9:00,394
2024-09-14 10:00,439
2024-09-14 11:00,498
2024-09-14 12:00,551
2024-09-14 13:00,583
2024-09-14 14:00,582
2024-09-14 15:00,543
2024-09-14 16:00,474
2024-09-14 17:00,391
2024-09-14 18:00,316
2024-09-14 19:00,268
2024-09-14 20:00,262
2024-09-14 21:00,305
2024-09-14 22:00,392
2024-09-14 23:00,503
2024-09-15 0:00,612
2024-09-15 1:00,694
2024-09-15 2:00,736
2024-09-15 3:00,728
2024-09-15 4:00,673
2024-09-15 5:00,585
2024-09-15 6:00,484
2024-09-15 7:00,389
2024-09-15 8:00,318
2024-09-15 9:00,290
2024-09-15 10:00,317
2024-09-15 11:00,393
2024-09-15 12:00,493
2024-09-15 13:00,590
2024-09-15 14:00,655
2024-09-15 15:00,670
2024-09-15 16:00,622
2024-09-15 17:00,524
2024-09-15 18:00,402
2024-09-15 19:00,286
2024-09-15 20:00,204
2024-09-15 21:00,177
2024-09-15 22:00,224
2024-09-15 23:00,340
2024-09-16 0:00,492
2024-09-16 1:00,642
2024-09-16 2:00,756
2024-09-16 3:00,813
2024-09-16 4:00,799
2024-09-16 5:00,716
2024-09-16 6:00,589
2024-09-16 7:00,450
2024-09-16 8:00,322
2024-09-16 9:00,229
2024-09-16 10:00,202
2024-09-16 11:00,259
2024-09-16 12:00,382
2024-09-16 13:00,530
2024-09-16 14:00,663
2024-09-16 15:00,749
2024-09-16 16:00,760
2024-09-16 17:00,684
2024-09-16 18:00,544
2024-09-16 19:00,381
2024-09-16 20:00,233
2024-09-16 21:00,125
2024-09-16 22:00,94
2024-09-16 23:00,163
2024-09-17 0:00,322
2024-09-17 1:00,518
2024-09-17 2:00,699
2024-09-17 3:00,830
2024-09-17 4:00,885
2024-09-17 5:00,844
2024-09-17 6:00,720
2024-09-17 7:00,555
2024-09-17 8:00,385
2024-09-17 9:00,234
2024-09-17 10:00,135
2024-09-17 11:00,131
2024-09-17 12:00,236
2024-09-17 13:00,412
2024-09-17 14:00,599
2024-09-17 15:00,754
2024-09-17 16:00,842
2024-09-17 17:00,829
2024-09-17 18:00,712
2024-09-17 19:00,532
2024-09-17 20:00,341
2024-09-17 21:00,170
2024-09-17 22:00,51
2024-09-17 23:00,32
2024-09-18 0:00,141
2024-09-18 1:00,345
2024-09-18 2:00,572
2024-09-18 3:00,768
2024-09-18 4:00,898
2024-09-18 5:00,930
2024-09-18 6:00,848
2024-09-18 7:00,683
2024-09-18 8:00,490
2024-09-18 9:00,302
2024-09-18 10:00,141
2024-09-18 11:00,55
2024-09-18 12:00,96
2024-09-18 13:00,258
2024-09-18 14:00,475
2024-09-18 15:00,682
2024-09-18 16:00,841
2024-09-18 17:00,912
2024-09-18 18:00,861
2024-09-18 19:00,703
2024-09-18 20:00,498
2024-09-18 21:00,292
2024-09-18 22:00,110
2024-09-18 23:00,-5
2024-09-19 0:00,9
2024-09-19 1:00,167
2024-09-19 2:00,405
2024-09-19 3:00,642
2024-09-19 4:00,833
2024-09-19 5:00,943
2024-09-19 6:00,935
2024-09-19 7:00,807
2024-09-19 8:00,612
2024-09-19 9:00,407
2024-09-19 10:00,213
2024-09-19 11:00,58
2024-09-19 12:00,8
2024-09-19 13:00,109
2024-09-19 14:00,319
2024-09-19 15:00,556
2024-09-19 16:00,764
2024-09-19 17:00,908
2024-09-19 18:00,945
2024-09-19 19:00,852
2024-09-19 20:00,666
2024-09-19 21:00,452
2024-09-19 22:00,244
2024-09-19 23:00,64
2024-09-20 0:00,-25
2024-09-20 1:00,38
2024-09-20 2:00,237
2024-09-20 3:00,486
2024-09-20 4:00,712
2024-09-20 5:00,879
2024-09-20 6:00,950
2024-09-20 7:00,892
2024-09-20 8:00,727
2024-09-20 9:00,521
2024-09-20 10:00,316
2024-09-20 11:00,128
2024-09-20 12:00,2
2024-09-20 13:00,11
2024-09-20 14:00,169
2024-09-20 15:00,406
2024-09-20 16:00,640
2024-09-20 17:00,830
2024-09-20 18:00,943
2024-09-20 19:00,936
2024-09-20 20:00,808
2024-09-20 21:00,612
2024-09-20 22:00,404
2024-09-20 23:00,203
2024-09-21 0:00,43
2024-09-21 1:00,-1
2024-09-21 2:00,112
2024-09-21 3:00,331
2024-09-21 4:00,567
2024-09-21 5:00,764
2024-09-21 6:00,893
2024-09-21 7:00,915
2024-09-21 8:00,812
2024-09-21 9:00,629
2024-09-21 10:00,426
2024-09-21 11:00,231
2024-09-21 12:00,66
2024-09-21 13:00,-9
2024-09-21 14:00,63
2024-09-21 15:00,259
2024-09-21 16:00,495
2024-09-21 17:00,708
2024-09-21 18:00,867
2024-09-21 19:00,938
2024-09-21 20:00,891
2024-09-21 21:00,744
2024-09-21 22:00,555
2024-09-21 23:00,361
2024-09-22 0:00,179
2024-09-22 1:00,60
2024-09-22 2:00,70
2024-09-22 3:00,216
2024-09-22 4:00,428
2024-09-22 5:00,631
2024-09-22 6:00,788
2024-09-22 7:00,869
2024-09-22 8:00,841
2024-09-22 9:00,709
2024-09-22 10:00,526
2024-09-22 11:00,339
2024-09-22 12:00,168
2024-09-22 13:00,45
2024-09-22 14:00,32
2024-09-22 15:00,152
2024-09-22 16:00,357
2024-09-22 17:00,570
2024-09-22 18:00,749
2024-09-22 19:00,868
2024-09-22 20:00,896
2024-09-22 21:00,820
2024-09-22 22:00,674
2024-09-22 23:00,504
2024-09-23 0:00,333
2024-09-23 1:00,186
2024-09-23 2:00,118
2024-09-23 3:00,172
2024-09-23 4:00,324
2024-09-23 5:00,506
2024-09-23 6:00,665
2024-09-23 7:00,775
2024-09-23 8:00,808
2024-09-23 9:00,744
2024-09-23 10:00,605
2024-09-23 11:00,439
2024-09-23 12:00,278
2024-09-23 13:00,143
2024-09-23 14:00,74
2024-09-23 15:00,112
2024-09-23 16:00,252
2024-09-23 17:00,438
2024-09-23 18:00,614
2024-09-23 19:00,753
2024-09-23 20:00,832
2024-09-23 21:00,828
2024-09-23 22:00,744
2024-09-23 23:00,615
2024-09-24 0:00,471
2024-09-24 1:00,333
2024-09-24 2:00,231
2024-09-24 3:00,208
2024-09-24 4:00,278
2024-09-24 5:00,408
2024-09-24 6:00,546
2024-09-24 7:00,659
2024-09-24 8:00,725
2024-09-24 9:00,722
2024-09-24 10:00,645
2024-09-24 11:00,521
2024-09-24 12:00,384
2024-09-24 13:00,258
2024-09-24 14:00,168
2024-09-24 15:00,144
2024-09-24 16:00,206
2024-09-24 17:00,333
2024-09-24 18:00,482
2024-09-24 19:00,619
2024-09-24 20:00,720
2024-09-24 21:00,769
2024-09-24 22:00,752
2024-09-24 23:00,681
2024-09-25 0:00,579
2024-09-25 1:00,469
2024-09-25 2:00,368
2024-09-25 3:00,305
2024-09-25 4:00,302
2024-09-25 5:00,359
2024-09-25 6:00,449
2024-09-25 7:00,542
2024-09-25 8:00,616
2024-09-25 9:00,651
2024-09-25 10:00,635
2024-09-25 11:00,570
2024-09-25 12:00,476
2024-09-25 13:00,375
2024-09-25 14:00,287
2024-09-25 15:00,232
2024-09-25 16:00,230
2024-09-25 17:00,283
2024-09-25 18:00,375
2024-09-25 19:00,483
2024-09-25 20:00,584
2024-09-25 21:00,660
2024-09-25 22:00,697
2024-09-25 23:00,691
2024-09-26 0:00,647
2024-09-26 1:00,578
2024-09-26 2:00,500
2024-09-26 3:00,430
2024-09-26 4:00,383
2024-09-26 5:00,372
2024-09-26 6:00,394
2024-09-26 7:00,442
2024-09-26 8:00,499
2024-09-26 9:00,548
2024-09-26 10:00,575
2024-09-26 11:00,572
2024-09-26 12:00,538
2024-09-26 13:00,481
2024-09-26 14:00,414
2024-09-26 15:00,352
2024-09-26 16:00,310
2024-09-26 17:00,297
2024-09-26 18:00,318
2024-09-26 19:00,370
2024-09-26 20:00,444
2024-09-26 21:00,524
2024-09-26 22:00,593
2024-09-26 23:00,641
2024-09-27 0:00,661
2024-09-27 1:00,650
2024-09-27 2:00,611
2024-09-27 3:00,555
2024-09-27 4:00,494
2024-09-27 5:00,437
2024-09-27 6:00,396
2024-09-27 7:00,381
2024-09-27 8:00,395
2024-09-27 9:00,433
2024-09-27 10:00,480
2024-09-27 11:00,524
2024-09-27 12:00,552
2024-09-27 13:00,556
2024-09-27 14:00,531
2024-09-27 15:00,484
2024-09-27 16:00,426
2024-09-27 17:00,369
2024-09-27 18:00,325
2024-09-27 19:00,308
2024-09-27 20:00,327
2024-09-27 21:00,383
2024-09-27 22:00,461
2024-09-27 23:00,545
2024-09-28 0:00,620
2024-09-28 1:00,670
2024-09-28 2:00,685
2024-09-28 3:00,663
2024-09-28 4:00,608
2024-09-28 5:00,531
2024-09-28 6:00,446
2024-09-28 7:00,371
2024-09-28 8:00,327
2024-09-28 9:00,327
2024-09-28 10:00,370
2024-09-28 11:00,439
2024-09-28 12:00,517
2024-09-28 13:00,582
2024-09-28 14:00,615
2024-09-28 15:00,606
2024-09-28 16:00,556
2024-09-28 17:00,477
2024-09-28 18:00,388
2024-09-28 19:00,308
2024-09-28 20:00,261
2024-09-28 21:00,265
2024-09-28 22:00,324
2024-09-28 23:00,422
2024-09-29 0:00,535
2024-09-29 1:00,639
2024-09-29 2:00,712
2024-09-29 3:00,737
2024-09-29 4:00,708
2024-09-29 5:00,631
2024-09-29 6:00,524
2024-09-29 7:00,408
2024-09-29 8:00,309
2024-09-29 9:00,255
2024-09-29 10:00,266
2024-09-29 11:00,337
2024-09-29 12:00,444
2024-09-29 13:00,557
2024-09-29 14:00,649
2024-09-29 15:00,694
2024-09-29 16:00,676
2024-09-29 17:00,599
2024-09-29 18:00,485
2024-09-29 19:00,363
2024-09-29 20:00,257
2024-09-29 21:00,198
2024-09-29 22:00,210
2024-09-29 23:00,294
2024-09-30 0:00,425
2024-09-30 1:00,567
2024-09-30 2:00,691
2024-09-30 3:00,769
2024-09-30 4:00,780
2024-09-30 5:00,721
2024-09-30 6:00,608
2024-09-30 7:00,471
2024-09-30 8:00,335
2024-09-30 9:00,229
2024-09-30 10:00,190
2024-09-30 11:00,236
2024-09-30 12:00,350
2024-09-30 13:00,495
2024-09-30 14:00,633
2024-09-30 15:00,733
2024-09-30 16:00,763
2024-09-30 17:00,712
2024-09-30 18:00,596
2024-09-30 19:00,450
2024-09-30 20:00,305
2024-09-30 21:00,191
2024-09-30 22:00,143
2024-09-30 23:00,186
