Timestamp,Lunar_Day,Predicted_Tide,Tide_Type
2024-01-01 9:40,1,6.330146429,Normal
2024-01-01 9:50,1,6.337809347,Normal
2024-01-01 10:00,1,6.345474016,Normal
2024-01-01 10:10,1,6.353140269,Normal
2024-01-01 10:20,1,6.360807936,Normal
2024-01-01 10:30,1,6.36847685,Normal
2024-01-01 10:40,1,6.376146841,Normal
2024-01-01 10:50,1,6.383817741,Normal
2024-01-01 11:00,1,6.39148938,Normal
2024-01-01 11:10,1,6.399161588,Normal
2024-01-01 11:20,1,6.406834196,Normal
2024-01-01 11:30,1,6.414507034,Normal
2024-01-01 11:40,1,6.422179932,Normal
2024-01-01 11:50,1,6.42985272,Normal
2024-01-01 12:00,1,6.437525226,Normal
2024-01-01 12:10,1,6.445197281,Normal
2024-01-01 12:20,1,6.452868713,Normal
2024-01-01 12:30,1,6.460539352,Normal
2024-01-01 12:40,1,6.468209026,Normal
2024-01-01 12:50,1,6.475877564,Normal
2024-01-01 13:00,1,6.483544795,Normal
2024-01-01 13:10,1,6.491210546,Normal
2024-01-01 13:20,1,6.498874646,Normal
2024-01-01 13:30,1,6.506536923,Normal
2024-01-01 13:40,1,6.514197205,Normal
2024-01-01 13:50,1,6.521855319,Normal
2024-01-01 14:00,1,6.529511094,Normal
2024-01-01 14:10,1,6.537164357,Normal
2024-01-01 14:20,1,6.544814935,Normal
2024-01-01 14:30,1,6.552462656,Normal
2024-01-01 14:40,1,6.560107346,Normal
2024-01-01 14:50,1,6.567748833,Normal
2024-01-01 15:00,1,6.575386944,Normal
2024-01-01 15:10,1,6.583021506,Normal
2024-01-01 15:20,1,6.590652345,Normal
2024-01-01 15:30,1,6.598279289,Normal
2024-01-01 15:40,1,6.605902164,Normal
2024-01-01 15:50,1,6.613520796,Normal
2024-01-01 16:00,1,6.621135013,Normal
2024-01-01 16:10,1,6.62874464,Normal
2024-01-01 16:20,1,6.636349504,Normal
2024-01-01 16:30,1,6.643949431,Normal
2024-01-01 16:40,1,6.651544248,Normal
2024-01-01 16:50,1,6.659133782,Normal
2024-01-01 17:00,1,6.666717857,Normal
2024-01-01 17:10,1,6.674296301,Normal
2024-01-01 17:20,1,6.68186894,Normal
2024-01-01 17:30,1,6.689435599,Normal
2024-01-01 17:40,1,6.696996105,Normal
2024-01-01 17:50,1,6.704550285,Normal
2024-01-01 18:00,1,6.712097964,Normal
2024-01-01 18:10,1,6.719638968,Normal
2024-01-01 18:20,1,6.727173124,Normal
2024-01-01 18:30,1,6.734700258,Normal
2024-01-01 18:40,1,6.742220196,Normal
2024-01-01 18:50,1,6.749732764,Normal
2024-01-01 19:00,1,6.757237789,Normal
2024-01-01 19:10,1,6.764735097,Normal
2024-01-01 19:20,1,6.772224513,Normal
2024-01-01 19:30,1,6.779705865,Normal
2024-01-01 19:40,1,6.787178979,Normal
2024-01-01 19:50,1,6.794643681,Normal
2024-01-01 20:00,1,6.802099798,Normal
2024-01-01 20:10,1,6.809547156,Normal
2024-01-01 20:20,1,6.816985583,Normal
2024-01-01 20:30,1,6.824414904,Normal
2024-01-01 20:40,1,6.831834947,Normal
2024-01-01 20:50,1,6.839245538,Normal
2024-01-01 21:00,1,6.846646505,Normal
2024-01-01 21:10,1,6.854037675,Normal
2024-01-01 21:20,1,6.861418874,Normal
2024-01-01 21:30,1,6.868789931,Normal
2024-01-01 21:40,1,6.876150672,Normal
2024-01-01 21:50,1,6.883500925,Normal
2024-01-01 22:00,1,6.890840517,Normal
2024-01-01 22:10,1,6.898169277,Normal
2024-01-01 22:20,1,6.905487033,Normal
2024-01-01 22:30,1,6.912793611,Normal
2024-01-01 22:40,1,6.920088842,Normal
2024-01-01 22:50,1,6.927372552,Normal
2024-01-01 23:00,1,6.93464457,Normal
2024-01-01 23:10,1,6.941904725,Normal
2024-01-01 23:20,1,6.949152846,Normal
2024-01-01 23:30,1,6.956388762,Normal
2024-01-01 23:40,1,6.963612302,Normal
2024-01-01 23:50,1,6.970823295,Normal
2024-01-02 0:00,1,6.97802157,Normal
2024-01-02 0:10,1,6.985206958,Normal
2024-01-02 0:20,1,6.992379288,Normal
2024-01-02 0:30,1,6.999538391,Normal
2024-01-02 0:40,1,7.006684096,Normal
2024-01-02 0:50,1,7.013816234,Normal
2024-01-02 1:00,2,7.020934636,Normal
2024-01-02 1:10,2,7.028039133,Normal
2024-01-02 1:20,2,7.035129556,Normal
2024-01-02 1:30,2,7.042205736,Normal
2024-01-02 1:40,2,7.049267505,Normal
2024-01-02 1:50,2,7.056314695,Normal
2024-01-02 2:00,2,7.063347138,Normal
2024-01-02 2:10,2,7.070364666,Normal
2024-01-02 2:20,2,7.077367112,Normal
2024-01-02 2:30,2,7.084354309,Normal
2024-01-02 2:40,2,7.09132609,Normal
2024-01-02 2:50,2,7.098282287,Normal
2024-01-02 3:00,2,7.105222736,Normal
2024-01-02 3:10,2,7.11214727,Normal
2024-01-02 3:20,2,7.119055723,Normal
2024-01-02 3:30,2,7.12594793,Normal
2024-01-02 3:40,2,7.132823725,Normal
2024-01-02 3:50,2,7.139682944,Normal
2024-01-02 4:00,2,7.146525422,Normal
2024-01-02 4:10,2,7.153350995,Normal
2024-01-02 4:20,2,7.160159498,Normal
2024-01-02 4:30,2,7.166950769,Normal
2024-01-02 4:40,2,7.173724645,Normal
2024-01-02 4:50,2,7.180480961,Normal
2024-01-02 5:00,2,7.187219555,Normal
2024-01-02 5:10,2,7.193940266,Normal
2024-01-02 5:20,2,7.200642931,Normal
2024-01-02 5:30,2,7.207327389,Normal
2024-01-02 5:40,2,7.213993478,Normal
2024-01-02 5:50,2,7.220641037,Normal
2024-01-02 6:00,2,7.227269907,Normal
2024-01-02 6:10,2,7.233879926,Normal
2024-01-02 6:20,2,7.240470936,Normal
2024-01-02 6:30,2,7.247042776,Normal
2024-01-02 6:40,2,7.253595288,Normal
2024-01-02 6:50,2,7.260128313,Normal
2024-01-02 7:00,2,7.266641693,Normal
2024-01-02 7:10,2,7.27313527,Normal
2024-01-02 7:20,2,7.279608887,Normal
2024-01-02 7:30,2,7.286062387,Normal
2024-01-02 7:40,2,7.292495612,Normal
2024-01-02 7:50,2,7.298908407,Normal
2024-01-02 8:00,2,7.305300617,Normal
2024-01-02 8:10,2,7.311672085,Normal
2024-01-02 8:20,2,7.318022657,Normal
2024-01-02 8:30,2,7.324352179,Normal
2024-01-02 8:40,2,7.330660496,Normal
2024-01-02 8:50,2,7.336947455,Normal
2024-01-02 9:00,2,7.343212903,Normal
2024-01-02 9:10,2,7.349456686,Normal
2024-01-02 9:20,2,7.355678654,Normal
2024-01-02 9:30,2,7.361878654,Normal
2024-01-02 9:40,2,7.368056534,Normal
2024-01-02 9:50,2,7.374212145,Normal
2024-01-02 10:00,2,7.380345335,Normal
2024-01-02 10:10,2,7.386455956,Normal
2024-01-02 10:20,2,7.392543857,Normal
2024-01-02 10:30,2,7.398608889,Normal
2024-01-02 10:40,2,7.404650905,Normal
2024-01-02 10:50,2,7.410669757,Normal
2024-01-02 11:00,2,7.416665297,Normal
2024-01-02 11:10,2,7.422637378,Normal
2024-01-02 11:20,2,7.428585854,Normal
2024-01-02 11:30,2,7.434510579,Normal
2024-01-02 11:40,2,7.440411408,Normal
2024-01-02 11:50,2,7.446288197,Normal
2024-01-02 12:00,2,7.4521408,Normal
2024-01-02 12:10,2,7.457969075,Normal
2024-01-02 12:20,2,7.463772878,Normal
2024-01-02 12:30,2,7.469552066,Normal
2024-01-02 12:40,2,7.475306498,Normal
2024-01-02 12:50,2,7.481036032,Normal
2024-01-02 13:00,2,7.486740527,Normal
2024-01-02 13:10,2,7.492419843,Normal
2024-01-02 13:20,2,7.498073839,Normal
2024-01-02 13:30,2,7.503702378,Normal
2024-01-02 13:40,2,7.509305319,Normal
2024-01-02 13:50,2,7.514882526,Normal
2024-01-02 14:00,2,7.52043386,Normal
2024-01-02 14:10,2,7.525959185,Normal
2024-01-02 14:20,2,7.531458364,Normal
2024-01-02 14:30,2,7.536931261,Normal
2024-01-02 14:40,2,7.542377743,Normal
2024-01-02 14:50,2,7.547797673,Normal
2024-01-02 15:00,2,7.553190918,Normal
2024-01-02 15:10,2,7.558557345,Normal
2024-01-02 15:20,2,7.563896822,Normal
2024-01-02 15:30,2,7.569209216,Normal
2024-01-02 15:40,2,7.574494395,Normal
2024-01-02 15:50,2,7.579752229,Normal
2024-01-02 16:00,2,7.584982589,Normal
2024-01-02 16:10,2,7.590185343,Normal
2024-01-02 16:20,2,7.595360365,Normal
2024-01-02 16:30,2,7.600507524,Normal
2024-01-02 16:40,2,7.605626694,Normal
2024-01-02 16:50,2,7.610717748,Normal
2024-01-02 17:00,2,7.61578056,Normal
2024-01-02 17:10,2,7.620815003,Normal
2024-01-02 17:20,2,7.625820954,Normal
2024-01-02 17:30,2,7.630798287,Normal
2024-01-02 17:40,2,7.63574688,Normal
2024-01-02 17:50,2,7.640666609,Normal
2024-01-02 18:00,2,7.645557352,Normal
2024-01-02 18:10,2,7.650418987,Normal
2024-01-02 18:20,2,7.655251394,Normal
2024-01-02 18:30,2,7.660054453,Normal
2024-01-02 18:40,2,7.664828044,Normal
2024-01-02 18:50,2,7.669572048,Normal
2024-01-02 19:00,2,7.674286347,Normal
2024-01-02 19:10,2,7.678970824,Normal
2024-01-02 19:20,2,7.683625363,Normal
2024-01-02 19:30,2,7.688249846,Normal
2024-01-02 19:40,2,7.69284416,Normal
2024-01-02 19:50,2,7.697408189,Normal
2024-01-02 20:00,2,7.70194182,Normal
2024-01-02 20:10,2,7.70644494,Normal
2024-01-02 20:20,2,7.710917437,Normal
2024-01-02 20:30,2,7.715359198,Normal
2024-01-02 20:40,2,7.719770113,Normal
2024-01-02 20:50,2,7.724150073,Normal
2024-01-02 21:00,2,7.728498967,Normal
2024-01-02 21:10,2,7.732816687,Normal
2024-01-02 21:20,2,7.737103125,Normal
2024-01-02 21:30,2,7.741358174,Normal
2024-01-02 21:40,2,7.745581728,Normal
2024-01-02 21:50,2,7.749773681,Normal
2024-01-02 22:00,2,7.753933929,Normal
2024-01-02 22:10,2,7.758062367,Normal
2024-01-02 22:20,2,7.762158892,Normal
2024-01-02 22:30,2,7.766223401,Normal
2024-01-02 22:40,2,7.770255794,Normal
2024-01-02 22:50,2,7.774255968,Normal
2024-01-02 23:00,2,7.778223824,Normal
2024-01-02 23:10,2,7.782159263,Normal
2024-01-02 23:20,2,7.786062185,Normal
2024-01-02 23:30,2,7.789932494,Normal
2024-01-02 23:40,2,7.793770091,Normal
2024-01-02 23:50,2,7.797574881,Normal
2024-01-03 0:00,2,7.801346769,Normal
2024-01-03 0:10,2,7.80508566,Normal
2024-01-03 0:20,2,7.80879146,Normal
2024-01-03 0:30,2,7.812464077,Normal
2024-01-03 0:40,2,7.816103417,Normal
2024-01-03 0:50,2,7.81970939,Normal
2024-01-03 1:00,2,7.823281905,Normal
2024-01-03 1:10,2,7.826820873,Normal
2024-01-03 1:20,2,7.830326205,Normal
2024-01-03 1:30,2,7.833797812,Normal
2024-01-03 1:40,2,7.837235608,Normal
2024-01-03 1:50,3,7.840639505,Normal
2024-01-03 2:00,3,7.84400942,Normal
2024-01-03 2:10,3,7.847345266,Normal
2024-01-03 2:20,3,7.85064696,Normal
2024-01-03 2:30,3,7.85391442,Normal
2024-01-03 2:40,3,7.857147562,Normal
2024-01-03 2:50,3,7.860346305,Normal
2024-01-03 3:00,3,7.86351057,Normal
2024-01-03 3:10,3,7.866640276,Normal
2024-01-03 3:20,3,7.869735345,Normal
2024-01-03 3:30,3,7.872795699,Normal
2024-01-03 3:40,3,7.875821261,Normal
2024-01-03 3:50,3,7.878811954,Normal
2024-01-03 4:00,3,7.881767704,Normal
2024-01-03 4:10,3,7.884688435,Normal
2024-01-03 4:20,3,7.887574075,Normal
2024-01-03 4:30,3,7.89042455,Normal
2024-01-03 4:40,3,7.893239789,Normal
2024-01-03 4:50,3,7.896019722,Normal
2024-01-03 5:00,3,7.898764277,Normal
2024-01-03 5:10,3,7.901473385,Normal
2024-01-03 5:20,3,7.904146979,Normal
2024-01-03 5:30,3,7.906784991,Normal
2024-01-03 5:40,3,7.909387354,Normal
2024-01-03 5:50,3,7.911954004,Normal
2024-01-03 6:00,3,7.914484874,Normal
2024-01-03 6:10,3,7.916979901,Normal
2024-01-03 6:20,3,7.919439023,Normal
2024-01-03 6:30,3,7.921862177,Normal
2024-01-03 6:40,3,7.924249302,Normal
2024-01-03 6:50,3,7.926600338,Normal
2024-01-03 7:00,3,7.928915225,Normal
2024-01-03 7:10,3,7.931193906,Normal
2024-01-03 7:20,3,7.933436321,Normal
2024-01-03 7:30,3,7.935642416,Normal
2024-01-03 7:40,3,7.937812134,Normal
2024-01-03 7:50,3,7.939945421,Normal
2024-01-03 8:00,3,7.942042222,Normal
2024-01-03 8:10,3,7.944102484,Normal
2024-01-03 8:20,3,7.946126156,Normal
2024-01-03 8:30,3,7.948113186,Normal
2024-01-03 8:40,3,7.950063524,Normal
2024-01-03 8:50,3,7.951977122,Normal
2024-01-03 9:00,3,7.953853929,Normal
2024-01-03 9:10,3,7.9556939,Normal
2024-01-03 9:20,3,7.957496987,Normal
2024-01-03 9:30,3,7.959263146,Normal
2024-01-03 9:40,3,7.96099233,Normal
2024-01-03 9:50,3,7.962684497,Normal
2024-01-03 10:00,3,7.964339604,Normal
2024-01-03 10:10,3,7.965957609,Normal
2024-01-03 10:20,3,7.96753847,Normal
2024-01-03 10:30,3,7.969082149,Normal
2024-01-03 10:40,3,7.970588606,Normal
2024-01-03 10:50,3,7.972057802,Normal
2024-01-03 11:00,3,7.973489702,Normal
2024-01-03 11:10,3,7.974884267,Normal
2024-01-03 11:20,3,7.976241464,Normal
2024-01-03 11:30,3,7.977561258,Normal
2024-01-03 11:40,3,7.978843614,Normal
2024-01-03 11:50,3,7.980088502,Normal
2024-01-03 12:00,3,7.98129589,Normal
2024-01-03 12:10,3,7.982465746,Normal
2024-01-03 12:20,3,7.983598042,Normal
2024-01-03 12:30,3,7.984692748,Normal
2024-01-03 12:40,3,7.985749837,Normal
2024-01-03 12:50,3,7.986769282,Normal
2024-01-03 13:00,3,7.987751057,Normal
2024-01-03 13:10,3,7.988695138,Normal
2024-01-03 13:20,3,7.989601501,Normal
2024-01-03 13:30,3,7.990470122,Normal
2024-01-03 13:40,3,7.991300979,Normal
2024-01-03 13:50,3,7.992094053,Normal
2024-01-03 14:00,3,7.992849321,Normal
2024-01-03 14:10,3,7.993566766,Normal
2024-01-03 14:20,3,7.99424637,Normal
2024-01-03 14:30,3,7.994888114,Normal
2024-01-03 14:40,3,7.995491983,Normal
2024-01-03 14:50,3,7.996057961,Normal
2024-01-03 15:00,3,7.996586034,Normal
2024-01-03 15:10,3,7.997076189,Normal
2024-01-03 15:20,3,7.997528413,Normal
2024-01-03 15:30,3,7.997942696,Normal
2024-01-03 15:40,3,7.998319025,Normal
2024-01-03 15:50,3,7.998657392,Normal
2024-01-03 16:00,3,7.998957789,Normal
2024-01-03 16:10,3,7.999220207,Normal
2024-01-03 16:20,3,7.99944464,Normal
2024-01-03 16:30,3,7.999631082,Normal
2024-01-03 16:40,3,7.999779529,Normal
2024-01-03 16:50,3,7.999889976,Normal
2024-01-03 17:00,3,7.999962422,Normal
2024-01-03 17:10,3,7.999996864,Normal
2024-01-03 17:20,3,7.999993301,Normal
2024-01-03 17:30,3,7.999951733,Normal
2024-01-03 17:40,3,7.999872162,Normal
2024-01-03 17:50,3,7.999754589,Normal
2024-01-03 18:00,3,7.999599018,Normal
2024-01-03 18:10,3,7.999405452,Normal
2024-01-03 18:20,3,7.999173897,Normal
2024-01-03 18:30,3,7.998904357,Normal
2024-01-03 18:40,3,7.99859684,Normal
2024-01-03 18:50,3,7.998251355,Normal
2024-01-03 19:00,3,7.997867908,Normal
2024-01-03 19:10,3,7.997446511,Normal
2024-01-03 19:20,3,7.996987174,Normal
2024-01-03 19:30,3,7.996489908,Normal
2024-01-03 19:40,3,7.995954727,Normal
2024-01-03 19:50,3,7.995381643,Normal
2024-01-03 20:00,3,7.994770671,Normal
2024-01-03 20:10,3,7.994121827,Normal
2024-01-03 20:20,3,7.993435127,Normal
2024-01-03 20:30,3,7.992710589,Normal
2024-01-03 20:40,3,7.99194823,Normal
2024-01-03 20:50,3,7.991148071,Normal
2024-01-03 21:00,3,7.990310131,Normal
2024-01-03 21:10,3,7.989434432,Normal
2024-01-03 21:20,3,7.988520995,Normal
2024-01-03 21:30,3,7.987569845,Normal
2024-01-03 21:40,3,7.986581005,Normal
2024-01-03 21:50,3,7.985554499,Normal
2024-01-03 22:00,3,7.984490355,Normal
2024-01-03 22:10,3,7.983388599,Normal
2024-01-03 22:20,3,7.982249258,Normal
2024-01-03 22:30,3,7.981072363,Normal
2024-01-03 22:40,3,7.979857942,Normal
2024-01-03 22:50,3,7.978606026,Normal
2024-01-03 23:00,3,7.977316647,Normal
2024-01-03 23:10,3,7.975989838,Normal
2024-01-03 23:20,3,7.974625631,Normal
2024-01-03 23:30,3,7.973224063,Normal
2024-01-03 23:40,3,7.971785168,Normal
2024-01-03 23:50,3,7.970308982,Normal
2024-01-04 0:00,3,7.968795543,Normal
2024-01-04 0:10,3,7.96724489,Normal
2024-01-04 0:20,3,7.965657061,Normal
2024-01-04 0:30,3,7.964032096,Normal
2024-01-04 0:40,3,7.962370037,Normal
2024-01-04 0:50,3,7.960670926,Normal
2024-01-04 1:00,3,7.958934806,Normal
2024-01-04 1:10,3,7.95716172,Normal
2024-01-04 1:20,3,7.955351714,Normal
2024-01-04 1:30,3,7.953504832,Normal
2024-01-04 1:40,3,7.951621123,Normal
2024-01-04 1:50,3,7.949700633,Normal
2024-01-04 2:00,3,7.947743411,Normal
2024-01-04 2:10,3,7.945749507,Normal
2024-01-04 2:20,3,7.94371897,Normal
2024-01-04 2:30,3,7.941651853,Normal
2024-01-04 2:40,4,7.939548207,Normal
2024-01-04 2:50,4,7.937408086,Normal
2024-01-04 3:00,4,7.935231543,Normal
2024-01-04 3:10,4,7.933018633,Normal
2024-01-04 3:20,4,7.930769414,Normal
2024-01-04 3:30,4,7.92848394,Normal
2024-01-04 3:40,4,7.92616227,Normal
2024-01-04 3:50,4,7.923804463,Normal
2024-01-04 4:00,4,7.921410578,Normal
2024-01-04 4:10,4,7.918980676,Normal
2024-01-04 4:20,4,7.916514817,Normal
2024-01-04 4:30,4,7.914013064,Normal
2024-01-04 4:40,4,7.91147548,Normal
2024-01-04 4:50,4,7.90890213,Normal
2024-01-04 5:00,4,7.906293077,Normal
2024-01-04 5:10,4,7.903648389,Normal
2024-01-04 5:20,4,7.90096813,Normal
2024-01-04 5:30,4,7.89825237,Normal
2024-01-04 5:40,4,7.895501177,Normal
2024-01-04 5:50,4,7.892714619,Normal
2024-01-04 6:00,4,7.889892768,Normal
2024-01-04 6:10,4,7.887035694,Normal
2024-01-04 6:20,4,7.884143469,Normal
2024-01-04 6:30,4,7.881216166,Normal
2024-01-04 6:40,4,7.878253859,Normal
2024-01-04 6:50,4,7.875256622,Normal
2024-01-04 7:00,4,7.872224531,Normal
2024-01-04 7:10,4,7.869157662,Normal
2024-01-04 7:20,4,7.866056093,Normal
2024-01-04 7:30,4,7.862919901,Normal
2024-01-04 7:40,4,7.859749165,Normal
2024-01-04 7:50,4,7.856543965,Normal
2024-01-04 8:00,4,7.853304383,Normal
2024-01-04 8:10,4,7.850030498,Normal
2024-01-04 8:20,4,7.846722394,Normal
2024-01-04 8:30,4,7.843380153,Normal
2024-01-04 8:40,4,7.840003861,Normal
2024-01-04 8:50,4,7.8365936,Normal
2024-01-04 9:00,4,7.833149458,Normal
2024-01-04 9:10,4,7.829671521,Normal
2024-01-04 9:20,4,7.826159876,Normal
2024-01-04 9:30,4,7.822614611,Normal
2024-01-04 9:40,4,7.819035816,Normal
2024-01-04 9:50,4,7.815423579,Normal
2024-01-04 10:00,4,7.811777993,Normal
2024-01-04 10:10,4,7.808099148,Normal
2024-01-04 10:20,4,7.804387136,Normal
2024-01-04 10:30,4,7.800642051,Normal
2024-01-04 10:40,4,7.796863987,Normal
2024-01-04 10:50,4,7.793053038,Normal
2024-01-04 11:00,4,7.789209299,Normal
2024-01-04 11:10,4,7.785332869,Normal
2024-01-04 11:20,4,7.781423842,Normal
2024-01-04 11:30,4,7.777482318,Normal
2024-01-04 11:40,4,7.773508394,Normal
2024-01-04 11:50,4,7.769502171,Normal
2024-01-04 12:00,4,7.765463749,Normal
2024-01-04 12:10,4,7.761393229,Normal
2024-01-04 12:20,4,7.757290713,Normal
2024-01-04 12:30,4,7.753156302,Normal
2024-01-04 12:40,4,7.748990102,Normal
2024-01-04 12:50,4,7.744792216,Normal
2024-01-04 13:00,4,7.740562748,Normal
2024-01-04 13:10,4,7.736301806,Normal
2024-01-04 13:20,4,7.732009494,Normal
2024-01-04 13:30,4,7.72768592,Normal
2024-01-04 13:40,4,7.723331193,Normal
2024-01-04 13:50,4,7.718945421,Normal
2024-01-04 14:00,4,7.714528714,Normal
2024-01-04 14:10,4,7.710081181,Normal
2024-01-04 14:20,4,7.705602935,Normal
2024-01-04 14:30,4,7.701094085,Normal
2024-01-04 14:40,4,7.696554746,Normal
2024-01-04 14:50,4,7.691985029,Normal
2024-01-04 15:00,4,7.68738505,Normal
2024-01-04 15:10,4,7.682754922,Normal
2024-01-04 15:20,4,7.678094762,Normal
2024-01-04 15:30,4,7.673404684,Normal
2024-01-04 15:40,4,7.668684806,Normal
2024-01-04 15:50,4,7.663935246,Normal
2024-01-04 16:00,4,7.659156121,Normal
2024-01-04 16:10,4,7.65434755,Normal
2024-01-04 16:20,4,7.649509653,Normal
2024-01-04 16:30,4,7.644642551,Normal
2024-01-04 16:40,4,7.639746364,Normal
2024-01-04 16:50,4,7.634821214,Normal
2024-01-04 17:00,4,7.629867223,Normal
2024-01-04 17:10,4,7.624884514,Normal
2024-01-04 17:20,4,7.619873212,Normal
2024-01-04 17:30,4,7.61483344,Normal
2024-01-04 17:40,4,7.609765323,Normal
2024-01-04 17:50,4,7.604668988,Normal
2024-01-04 18:00,4,7.59954456,Normal
2024-01-04 18:10,4,7.594392167,Normal
2024-01-04 18:20,4,7.589211936,Normal
2024-01-04 18:30,4,7.584003995,Normal
2024-01-04 18:40,4,7.578768474,Normal
2024-01-04 18:50,4,7.573505503,Normal
2024-01-04 19:00,4,7.568215211,Normal
2024-01-04 19:10,4,7.562897729,Normal
2024-01-04 19:20,4,7.557553189,Normal
2024-01-04 19:30,4,7.552181723,Normal
2024-01-04 19:40,4,7.546783465,Normal
2024-01-04 19:50,4,7.541358546,Normal
2024-01-04 20:00,4,7.535907101,Normal
2024-01-04 20:10,4,7.530429266,Normal
2024-01-04 20:20,4,7.524925174,Normal
2024-01-04 20:30,4,7.519394962,Normal
2024-01-04 20:40,4,7.513838766,Normal
2024-01-04 20:50,4,7.508256724,Normal
2024-01-04 21:00,4,7.502648973,Normal
2024-01-04 21:10,4,7.49701565,Normal
2024-01-04 21:20,4,7.491356895,Normal
2024-01-04 21:30,4,7.485672848,Normal
2024-01-04 21:40,4,7.479963647,Normal
2024-01-04 21:50,4,7.474229434,Normal
2024-01-04 22:00,4,7.46847035,Normal
2024-01-04 22:10,4,7.462686535,Normal
2024-01-04 22:20,4,7.456878133,Normal
2024-01-04 22:30,4,7.451045286,Normal
2024-01-04 22:40,4,7.445188137,Normal
2024-01-04 22:50,4,7.43930683,Normal
2024-01-04 23:00,4,7.433401509,Normal
2024-01-04 23:10,4,7.427472319,Normal
2024-01-04 23:20,4,7.421519406,Normal
2024-01-04 23:30,4,7.415542915,Normal
2024-01-04 23:40,4,7.409542993,Normal
2024-01-04 23:50,4,7.403519787,Normal
2024-01-05 0:00,4,7.397473444,Normal
2024-01-05 0:10,4,7.391404113,Normal
2024-01-05 0:20,4,7.38531194,Normal
2024-01-05 0:30,4,7.379197077,Normal
2024-01-05 0:40,4,7.373059671,Normal
2024-01-05 0:50,4,7.366899873,Normal
2024-01-05 1:00,4,7.360717834,Normal
2024-01-05 1:10,4,7.354513704,Normal
2024-01-05 1:20,4,7.348287634,Normal
2024-01-05 1:30,4,7.342039777,Normal
2024-01-05 1:40,4,7.335770284,Normal
2024-01-05 1:50,4,7.329479309,Normal
2024-01-05 2:00,4,7.323167004,Normal
2024-01-05 2:10,4,7.316833524,Normal
2024-01-05 2:20,4,7.310479022,Normal
2024-01-05 2:30,4,7.304103653,Normal
2024-01-05 2:40,4,7.297707572,Normal
2024-01-05 2:50,4,7.291290934,Normal
2024-01-05 3:00,4,7.284853895,Normal
2024-01-05 3:10,4,7.278396612,Normal
2024-01-05 3:20,4,7.27191924,Normal
2024-01-05 3:30,5,7.265421938,Normal
2024-01-05 3:40,5,7.258904863,Normal
2024-01-05 3:50,5,7.252368172,Normal
2024-01-05 4:00,5,7.245812024,Normal
2024-01-05 4:10,5,7.239236577,Normal
2024-01-05 4:20,5,7.232641991,Normal
2024-01-05 4:30,5,7.226028425,Normal
2024-01-05 4:40,5,7.219396039,Normal
2024-01-05 4:50,5,7.212744993,Normal
